movie_index,budget,popularity,runtime,revenue,collection_revenue_mean,genre_revenue_mean_monthly,genre_revenue_mean_overall,origlang_revenue_mean,prod_revenue_mean,keyword_revenue_mean,cast_revenue_mean,producer_revenue_mean,executive producer_revenue_mean,director_revenue_mean,screenplay_revenue_mean,director of photography_revenue_mean,original music composer_revenue_mean,writer_revenue_mean
930,5000000,9.841623,116.0,42365581,43302248.336739436,110754990.75471011,127309277.39541905,74890278.83246753,23131575.0,96774502.1082201,73745439.26854797,42365581.0,29278500.333333332,28343926.0,96116219.25723067,31205348.0,42365581.0,33584480.75
1726,45000000,7.2880460000000005,95.0,124914842,124914842.0,86946732.10389611,62890956.44336569,74890278.83246753,104104677.16388889,102866270.14857143,103840843.45683213,75296225.33333334,124914842.0,67464133.0,72607421.0,70526639.16666667,103610478.81818181,46244868.8251073
1393,165000000,13.697597,108.0,471222889,471222889.0,169567302.3500301,132427382.42529051,74890278.83246753,747503542.0,350367033.2795298,422488094.05119425,609363215.5,524745971.125,747503542.0,426492833.875,77831515.49917515,233375547.0,46244868.8251073
1870,10000000,7.873017999999999,137.0,100489151,100489151.0,55132028.17271912,74719004.67831519,74890278.83246753,107258178.69565217,78422276.29274839,84461262.8301948,100489151.0,108844943.57861853,100489151.0,86932959.25,35122287.75,43491364.5,46244868.8251073
2758,0,7.5634440000000005,90.0,319285,43302248.336739436,55062950.03079242,57520122.76839483,74890278.83246753,319285.0,11148235.858267717,43562797.82857143,319285.0,108844943.57861853,319285.0,96116219.25723067,3210293.6666666665,87510819.76303792,319285.0
1618,0,10.107677,95.0,3537961,43302248.336739436,36263686.097800404,50078696.096787386,74890278.83246753,31243378.65625,49267926.466227055,73214122.21022727,84061698.12451862,108844943.57861853,66116558.563080095,96116219.25723067,77831515.49917515,87510819.76303792,46244868.8251073
3000,35000000,10.512108999999999,106.0,82087155,43302248.336739436,46898278.665253185,79992582.5443786,74890278.83246753,91030872.92393164,117853659.33659442,128507089.00680882,106489022.66666667,108844943.57861853,66615879.8,96116219.25723067,90084459.5,74661145.25,41047703.0
1133,100000000,9.615691,121.0,230884728,230884728.0,80899150.29200928,80586404.78566903,74890278.83246753,242972009.50572097,176399244.99105284,162409774.14702,254315254.91190472,183073620.6666667,489887333.0,230884728.0,102776234.375,269182678.17948717,46244868.8251073
1982,0,3.199976,112.0,23042200,43302248.336739436,28902276.666666668,44154931.81765135,74890278.83246753,73997301.91525424,68567231.07159624,49214529.41717172,105587761.0,35693707.0,36419674.0,96116219.25723067,24765467.0,9924589.666666666,18868418.0
839,0,7.464981,126.0,16803753,43302248.336739436,55062950.03079242,57520122.76839483,74890278.83246753,28170843.85,122821980.2221758,65088667.0526921,16803753.0,108844943.57861853,16803753.0,16803753.0,77831515.49917515,87510819.76303792,46244868.8251073
1940,1500000,6.241185,101.0,22812411,13253919.666666666,122504981.09984024,99441128.6254291,74890278.83246753,15729436.9,107719357.86666667,22254317.974702384,15018829.291666668,13907033.0,13502425.5,22812411.0,11066250.666666666,9572660.0,46244868.8251073
1215,0,9.668784,100.0,215576,43302248.336739436,29709299.99330357,58752000.57797027,74890278.83246753,215576.0,19429660.51190476,30124061.822949734,215576.0,215576.0,215576.0,215576.0,79782.33333333333,87510819.76303792,46244868.8251073
2175,0,1.342194,78.0,37598,43302248.336739436,29166687.791092355,36349622.1559712,289714.75,429806.0,77443416.51931818,37598.0,37598.0,37598.0,37598.0,96116219.25723067,77831515.49917515,87510819.76303792,37598.0
9,0,6.902423,100.0,34327391,55492195.5,92730161.19407639,106077821.21679932,74890278.83246753,125616592.36842106,150475140.01666665,59784759.86944445,34327391.0,108844943.57861853,34327391.0,34327391.0,34327391.0,331688849.3333333,46244868.8251073
2375,2500000,12.525758,89.0,52604,52604.0,50411871.012179576,62129146.58177271,74890278.83246753,805918.0,21557339.373015873,24689956.188333336,551586.8333333334,108844943.57861853,1559232.0,96116219.25723067,77831515.49917515,52604.0,1559232.0
2678,0,11.063822,174.0,19516000,43302248.336739436,53844903.38082437,53522944.13050852,16740673.782608695,14673917.666666666,60128410.28515858,19804598.583333332,19516000.0,19516000.0,19516000.0,19516000.0,19516000.0,24325767.333333332,46244868.8251073
1851,0,6.741159,94.0,6538177,43302248.336739436,33928256.64285714,62890956.44336569,74890278.83246753,131594850.90666667,24951667.0,58936018.971765734,6538177.0,117286636.08333333,6538177.0,96116219.25723067,51395522.92307692,6538177.0,6538177.0
2633,80000000,8.534175999999999,106.0,33463969,43302248.336739436,104415602.04726173,100136459.65307657,74890278.83246753,88892273.81744063,161494803.32306764,60941507.085748196,43230793.18253968,46166026.0,33463969.0,48692414.625,62365682.666666664,45093089.047619045,46244868.8251073
743,967686,11.934045,101.0,4270000,43302248.336739436,44906304.05343365,55712982.163571805,74890278.83246753,8780152.55882353,67922689.46153846,38788889.983333334,5246636.0,108844943.57861853,4270000.0,96116219.25723067,4270000.0,87510819.76303792,4270000.0
2358,225000000,18.538834,143.0,662845518,662845518.0,239621893.694454,137016202.1452638,74890278.83246753,415089395.10781443,436954758.7032748,390109318.59577906,423125462.61249995,358028126.6666667,662845518.0,287142609.6,387781886.625,331688849.3333333,46244868.8251073
2499,3500000,0.8842409999999999,0.0,2294357,2294357.0,173957938.00862068,116048500.35069746,6525915.136363637,3832819.9930555555,11148235.858267717,9889276.307692308,2294357.0,108844943.57861853,2294357.0,96116219.25723067,77831515.49917515,87510819.76303792,2294357.0
1750,5000000,4.2066550000000005,119.0,26144,43302248.336739436,37732347.59259259,44154931.81765135,17297053.666666668,6795563.178571428,38239464.63636363,2813500.574074074,26144.0,108844943.57861853,26144.0,5113158.25,66729500.0,87510819.76303792,46244868.8251073
2082,11000000,5.304376,107.0,49797148,26684795.5,57936311.94444445,62890956.44336569,74890278.83246753,96597757.71768707,68451486.84526604,73517849.32596263,49797148.0,49797148.0,36419674.0,33798574.0,35412130.25,237876238.90625,46244868.8251073
1047,0,11.067992,93.0,1519796,1519796.0,80181009.31836735,61748241.6509762,74890278.83246753,8238721.166666667,48548774.67482995,7153194.967592592,1519796.0,1519796.0,3642679.0,96116219.25723067,1519796.0,7869977.0,1519796.0
1962,0,2.065029,85.0,35456,43302248.336739436,12150967.974358974,30022596.805842604,74890278.83246753,3832819.9930555555,42010018.49837662,35456.0,84061698.12451862,108844943.57861853,35456.0,96116219.25723067,77831515.49917515,87510819.76303792,46244868.8251073
141,14320000,0.5853970000000001,176.0,14000000,43302248.336739436,61341384.29249513,47916155.30494719,74890278.83246753,64090963.24,92981739.40820105,58703919.23763736,14000000.0,108844943.57861853,17000000.0,96116219.25723067,35122287.75,23604049.5,14000000.0
1792,2159280,8.651053,80.0,15298355,43302248.336739436,27696055.1,44154931.81765135,15010834.0,14498042.574074075,36834035.65,25773611.0,10350841.666666666,108844943.57861853,15298355.0,96116219.25723067,11485390.0,15298355.0,15298355.0
1732,3900000,0.5620970000000001,199.0,4900000,43302248.336739436,27351747.408602152,23078955.01227395,11553333.533333333,27950000.0,42953725.862847224,8934811.696169773,16425000.0,108844943.57861853,27950000.0,96116219.25723067,4900000.0,4900000.0,46244868.8251073
1657,18000000,4.19356,141.0,62000000,43302248.336739436,46893010.76248286,76397901.70513333,23938687.175,33605173.07142857,54003894.53333334,48467836.70757575,41729769.322222225,108844943.57861853,43517000.0,38508500.0,77831515.49917515,87510819.76303792,43517000.0
540,0,4.3981699999999995,87.0,621951,43302248.336739436,25944532.87291667,33876022.50546663,74890278.83246753,4996928.0,95698495.21736111,10476881.333333332,84061698.12451862,1589773.0,621951.0,96116219.25723067,77831515.49917515,87510819.76303792,621951.0
450,80000000,4.9801910000000005,110.0,5989640,43302248.336739436,179579070.84445158,118489252.33591294,74890278.83246753,18460857.68922306,130410084.29198232,55163879.73690476,22968859.459183674,26376624.64285714,38221694.28571428,62629563.0,35864664.428571425,139261501.75,46244868.8251073
884,25000000,14.31675,117.0,77278331,43302248.336739436,31525518.517723396,74719004.67831519,74890278.83246753,68926824.24074073,75895718.8262874,93717880.75965908,86372025.89999999,62971363.050000004,84843600.33333333,77278331.0,24097358.0,240224236.5,38646002.5
111,75000000,13.136791,123.0,67631903,43302248.336739436,52586315.61478244,72321690.8362746,74890278.83246753,51571265.91635338,50588746.346938774,109887748.08351164,88285778.42448978,67631903.0,60841558.2,33844577.5,112428166.3,68186925.0,46244868.8251073
840,4000000,5.296777,86.0,9797098,43302248.336739436,39873431.86701434,61748241.6509762,74890278.83246753,29184549.0,11148235.858267717,37392451.618589744,43249670.3,108844943.57861853,20688854.666666668,33762537.166666664,22486328.0,16115186.5,46244868.8251073
2251,0,4.0609660000000005,97.0,228136,43302248.336739436,63942232.41281873,55693451.59602032,74890278.83246753,4051359.6666666665,11148235.858267717,47988378.873611115,6716213.5,2088325.5,6716213.5,228136.0,6036216.5,228136.0,46244868.8251073
2604,70000000,15.57784,109.0,162000000,142235115.33333334,97276037.03501683,95760368.58183753,74890278.83246753,159325399.24,143897695.4916695,146330460.80028287,151984475.31,108844943.57861853,162000000.0,431670531.4,76280416.33333333,87510819.76303792,46244868.8251073
856,0,1.199003,105.0,887029,43302248.336739436,6823172.666666667,4861088.567567567,74890278.83246753,887029.0,40454521.56917991,14877905.4,693323.25,887029.0,887029.0,96116219.25723067,77831515.49917515,87510819.76303792,887029.0
148,39200000,14.131905999999999,126.0,86758912,43302248.336739436,61379210.71099164,92083977.50634874,12579222.388888888,96624946.20666668,111939899.48620881,93354688.25149351,71985780.8,108844943.57861853,86758912.0,71320498.25,86758912.0,104614383.2,46244868.8251073
2869,8000000,3.034823,107.0,143451,43302248.336739436,63943184.20302775,68845147.5360971,74890278.83246753,143451.0,51838484.916666664,58430989.62085415,84061698.12451862,108844943.57861853,143451.0,96116219.25723067,77831515.49917515,87510819.76303792,143451.0
2696,10,5.192042,99.0,10000000,43302248.336739436,40915306.10219213,61748241.6509762,74890278.83246753,10000000.0,40911931.90069314,40659965.54722222,54225031.0,10044686.5,10000000.0,96116219.25723067,10000000.0,87510819.76303792,10000000.0
2721,8045760,10.357224,95.0,35150960,47381924.0,59948081.74242424,60986560.02963522,74890278.83246753,69959601.94565217,35150960.0,66356630.40481481,84061698.12451862,108844943.57861853,47381924.0,96116219.25723067,77831515.49917515,87510819.76303792,35150960.0
1025,4000000,10.714172999999999,94.0,20045115,43302248.336739436,39856593.41772152,62890956.44336569,74890278.83246753,14372184.666666668,62184634.61168237,29448575.282894738,20045115.0,21838345.0,10022558.0,18374688.833333332,31205348.0,20045115.0,46244868.8251073
2817,150000,9.203416,78.0,2891288,43302248.336739436,52114258.07249633,53886310.991197295,74890278.83246753,20021675.15625,7935166.357142857,31013770.999191526,4325038.555555556,7449684.952380952,73445644.0,96116219.25723067,4488898.0,87510819.76303792,2891288.0
2504,0,11.457485,95.0,49364621,42882490.5,90868795.4569967,97017210.51345421,74890278.83246753,115378927.05494505,83452048.30555555,53147239.28,95182310.5,36400360.0,124152500.33333333,59941528.8,62140097.8,25373541.5,46244868.8251073
2218,40000000,9.389353999999999,109.0,196781193,43302248.336739436,40752716.32847223,58752000.57797027,74890278.83246753,153981559.74,121755228.98346128,169761150.0171875,123786753.33333333,108844943.57861853,102512535.0,196781193.0,77831515.49917515,87510819.76303792,46244868.8251073
842,0,4.581576999999999,97.0,11449638,43302248.336739436,39856593.41772152,62890956.44336569,74890278.83246753,116607853.51041667,74743423.70943436,40022048.82007576,13422395.333333334,11449638.0,10491711.333333334,96116219.25723067,12289993.5,11449638.0,46244868.8251073
1987,40000000,11.690781,140.0,357852395,43302248.336739436,210371004.25350177,116668148.0184167,74890278.83246753,241035551.72321427,183746135.71875,321117999.91604936,265775633.5166667,304277055.8333333,169071210.0,357852395.0,286946179.0,104051709.37931034,46244868.8251073
958,2600000,3.501564,103.0,1479042,43302248.336739436,33331500.1421915,61157382.90593133,16740673.782608695,13910174.833333334,18878050.28998779,15830262.213888891,1479042.0,1479042.0,1479042.0,1479042.0,77831515.49917515,87510819.76303792,46244868.8251073
1734,25000000,6.710597999999999,105.0,34100000,43302248.336739436,110581450.84091164,121908294.31374031,17297053.666666668,48843211.35555556,99512437.92957516,38622176.828947365,38038658.65384615,108844943.57861853,28672240.2,41667259.88888889,45491185.428571425,87510819.76303792,46244868.8251073
2862,47000000,7.586577,96.0,102825796,43302248.336739436,117116959.48845391,58452755.50628394,74890278.83246753,75881823.47457626,65569139.53542785,117094257.36729833,92747957.61904763,99916516.8888889,103679656.0,102825796.0,102825796.0,143997433.16666666,46244868.8251073
2491,6400000,7.506958,86.0,6,43302248.336739436,42596623.85122807,61462711.4852048,74890278.83246753,78632878.60465117,41304557.19736842,74597188.38278387,84061698.12451862,108844943.57861853,6.0,6.0,77831515.49917515,87510819.76303792,46244868.8251073
740,40000000,15.010525,124.0,158733820,158733820.0,86649128.31000103,80031713.48233086,74890278.83246753,93478028.96710527,180665862.8918642,140155792.6012505,132775598.75,131146984.57312253,117544956.91666666,96116219.25723067,80387370.0,94875253.26148705,158733820.0
1113,42000000,11.214779,90.0,60845711,43302248.336739436,127613068.63504465,87290330.20141257,74890278.83246753,124476581.30285715,43387884.11034363,76763898.44444443,115657363.9142857,70435649.46666667,60242116.0,60845711.0,64293331.666666664,119771955.85714285,60845711.0
1990,1900000,2.004745,123.0,5900000,5900000.0,124442044.0130289,71979231.33560306,23938687.175,5900000.0,54065506.05440613,17100046.425925925,7675000.0,108844943.57861853,5900000.0,5900000.0,77831515.49917515,87510819.76303792,46244868.8251073
1144,878000,13.916101000000001,102.0,10462500,43302248.336739436,39932403.082882434,49383988.2651131,74890278.83246753,115378927.05494505,47835956.90689655,10918434.510048116,10078166.666666666,7384750.0,6599250.0,10462500.0,5838190.0,9813875.0,46244868.8251073
91,30000000,25.261865,111.0,180949000,180949000.0,68559682.24436091,85891381.09457892,74890278.83246753,102396146.37908496,99938460.36115703,147931961.68209875,125459240.25,160527851.29591566,125460759.66666667,96116219.25723067,106620665.8,154927183.0,168354558.5
2934,64000000,4.140398,133.0,74608570,43302248.336739436,33222073.04122807,49383988.2651131,74890278.83246753,120589003.14285715,84917274.46817042,92399569.78700547,84220246.4,89480240.75,88303248.66666667,101553887.5,102776234.375,45149881.0,46244868.8251073
330,100000000,15.088318,108.0,384335608,384335608.0,127581886.42059891,109440786.702303,74890278.83246753,322409015.25,212833042.97917575,271694731.1580465,277180960.6666667,332744796.71428573,198770292.0,96116219.25723067,384335608.0,272477633.0555556,383650949.5
2100,550000,12.146747,95.0,59754601,41211249.85714286,84671363.57142857,55184105.044117644,74890278.83246753,74757681.85941042,52454038.31636501,57419716.7890923,69128355.33333333,59754601.0,59754601.0,59754601.0,59754601.0,39613329.0,21930418.0
2013,45000000,10.869056,83.0,141220678,165873064.33333334,86946732.10389611,62890956.44336569,74890278.83246753,158541846.9649123,119281585.90902631,102435097.06909722,209620224.5,153283717.91156125,209620224.5,160763405.57142857,81443073.0,141220678.0,46244868.8251073
1680,60000,14.838385999999998,81.0,248000000,248000000.0,86868551.87878788,57579885.22997962,74890278.83246753,85783404.66666667,138401888.9416831,239543742.15,248000000.0,248000000.0,186005458.25,96116219.25723067,248000000.0,248000000.0,248000000.0
1859,1549000,4.331811,107.0,7096000,43302248.336739436,85358061.40668365,71062518.06616099,32914473.666666668,17291331.875,93611374.22549407,65016889.166666664,7096000.0,7096000.0,7096000.0,7096000.0,7096000.0,7096000.0,7096000.0
372,13100000,1.417392,140.0,4100000,43302248.336739436,28837915.98291743,40915477.79512211,23938687.175,35667689.14285714,11148235.858267717,11011703.685185185,32200373.48888889,4100000.0,4100000.0,96116219.25723067,77831515.49917515,87510819.76303792,4100000.0
1159,90000000,10.338222,106.0,174578751,200537980.0,46980536.52262443,151082711.26393136,74890278.83246753,216661773.60615078,186916321.7503268,161796849.6853712,233227547.0,417126883.6333333,174578751.0,174578751.0,103441636.0,87510819.76303792,46244868.8251073
2900,127500000,9.998415,82.0,354248063,43302248.336739436,120333250.99019608,146635471.4366871,74890278.83246753,363425414.6776316,274242669.4791666,204764951.97166666,354248063.0,108844943.57861853,268015302.5,354248063.0,285280733.25,237876238.90625,46244868.8251073
438,40000000,8.739991,88.0,160583018,160583018.0,139006516.73583972,116042763.5957491,74890278.83246753,82839644.80676329,136001906.08942798,188332096.7903469,124311954.25,108844943.57861853,89389314.0,216614388.0,100495213.0,74661145.25,46244868.8251073
1405,3000000,0.129004,94.0,6804016,43302248.336739436,28902276.666666668,44154931.81765135,74890278.83246753,3832819.9930555555,7935166.357142857,39355967.193333335,84061698.12451862,108844943.57861853,16279150.0,6804016.0,77831515.49917515,87510819.76303792,46244868.8251073
2803,100000000,29.741452000000002,161.0,876688482,876688482.0,189137095.662498,151082711.2639314,74890278.83246753,320564395.12942606,433484079.03283805,596445218.1746811,422462680.0,636143083.4166667,280064871.8,876688482.0,286946179.0,315321506.2105263,46244868.8251073
2221,7000000,5.633243,110.0,8220215,43302248.336739436,54206264.89674006,53886310.991197295,16740673.782608695,4260107.5,11148235.858267717,44958707.10625,84061698.12451862,108844943.57861853,7988543.666666667,215339.0,77831515.49917515,87510819.76303792,11875146.0
2722,10500000,0.377787,99.0,123509,43302248.336739436,30248421.939716313,53522944.13050852,74890278.83246753,27229185.6,11148235.858267717,25064342.782407407,20532085.5,123509.0,123509.0,96116219.25723067,35277039.833333336,87510819.76303792,123509.0
2400,0,1.13376,133.0,15,43302248.336739436,64467466.05388136,56233655.037743054,29099033.03125,7742001.625,11148235.858267717,5255750.690476191,15.0,108844943.57861853,15.0,15.0,15.0,15.0,46244868.8251073
2594,25000000,3.372523,93.0,2438031,20264829.0,33928256.64285714,62890956.44336569,74890278.83246753,316299960.5,11148235.858267717,22460025.787777778,84061698.12451862,108844943.57861853,17750236.777777776,2438031.0,77831515.49917515,87510819.76303792,46244868.8251073
1451,60000000,8.905732,127.0,87784194,43302248.336739436,151403093.0172414,111689703.95945945,74890278.83246753,89852262.08426629,73545465.26251684,103187154.52222954,84800770.2,106584338.5,42930678.666666664,171325962.01666668,77831515.49917515,63610719.333333336,46244868.8251073
2756,40000000,4.985157,128.0,24332324,43302248.336739436,86030172.84210527,53552879.17168285,74890278.83246753,60750743.89512712,43693138.41010681,69625490.00458683,10737735.0,108844943.57861853,36056281.0,24332324.0,124411407.25,331688849.3333333,46244868.8251073
2151,5000000,0.414793,0.0,3919731,43302248.336739436,46294288.88252838,88755605.91795114,6525915.136363637,2253432.3333333335,11148235.858267717,3286128.3333333335,3919731.0,108844943.57861853,3919731.0,96116219.25723067,3919731.0,87510819.76303792,3919731.0
832,12000000,8.032616,110.0,3148182,43302248.336739436,39932403.082882434,49383988.2651131,74890278.83246753,9629054.233333332,69063948.56666666,17414863.08244681,39477603.833333336,38761047.79166667,5861260.5,3148182.0,2533689.5,87510819.76303792,3148182.0
2897,0,5.8478449999999995,95.0,645186,43302248.336739436,51567157.15991513,55673851.22561955,74890278.83246753,10661021.522875817,27686704.142045457,48230130.15625,6796885.375,108844943.57861853,645186.0,17666229.0,645186.0,645186.0,46244868.8251073
2677,0,3.478962,83.0,5300000,43302248.336739436,39787165.28549696,129362539.22087842,74890278.83246753,751924052.8333334,113481725.62857144,5583333.333333333,84061698.12451862,108844943.57861853,5117756.25,96116219.25723067,77831515.49917515,87510819.76303792,5300000.0
69,2000000,14.284787,129.0,13129846,43302248.336739436,79650482.24586093,52123995.02367486,74890278.83246753,114027206.39130434,52588945.83100216,15889998.400971176,13129846.0,108844943.57861853,13129846.0,11651969.5,15772900.166666666,20901443.5,46244868.8251073
2361,0,6.9975830000000006,108.0,939101,43302248.336739436,83631108.07526882,44154931.81765135,9136908.925,5683686.890838207,22327264.671232875,73214122.21022727,939101.0,108844943.57861853,495931.0,495931.0,495931.0,939101.0,46244868.8251073
2596,12000000,6.498789,102.0,75781642,75781642.0,39914898.34361264,53522944.13050852,74890278.83246753,73891072.79166667,56247947.76010102,72754414.78869049,71287186.5,75781642.0,177062892.33333334,75781642.0,40995371.666666664,44421242.5,46244868.8251073
2662,20000000,7.359522,97.0,100525432,43302248.336739436,86946732.10389611,62890956.44336569,74890278.83246753,115956942.93097015,11148235.858267717,93303881.54611306,90256973.5,149704834.01746032,100525432.0,96116219.25723067,135093929.66666666,30944924.5,100525432.0
325,12000000,7.569698,83.0,5669831,43302248.336739436,46893010.76248286,76397901.70513333,74890278.83246753,78632878.60465117,58367353.28073662,47294604.82532051,84061698.12451862,108844943.57861853,39223813.0,106260000.0,77831515.49917515,87510819.76303792,5669831.0
1050,60000000,12.789812,130.0,218340595,218340595.0,91115954.03196286,57520122.76839483,74890278.83246753,246300463.1195578,113216776.13400097,176247584.83483925,239848806.75,108844943.57861853,118732998.0,224332596.2,154017391.33333334,218340595.0,46244868.8251073
953,0,0.985785,93.0,1000000,43302248.336739436,87791159.78805918,58752000.57797027,74890278.83246753,8608886.5,11148235.858267717,40541514.26984127,1000000.0,108844943.57861853,1000000.0,96116219.25723067,35122287.75,1000000.0,1000000.0
1424,24000000,6.562982000000001,89.0,30551495,43302248.336739436,30700152.10638298,58752000.57797027,74890278.83246753,38399166.35714286,54584425.37916668,82692063.02042125,84061698.12451862,108844943.57861853,15851412.5,75316668.0,77831515.49917515,87510819.76303792,46244868.8251073
374,4500000,6.5831610000000005,97.0,10609321,43302248.336739436,31809792.44208038,58452755.50628394,74890278.83246753,26288657.25,27386142.6966021,46291326.365873024,24146837.055555552,17425000.0,56533454.428571425,96116219.25723067,111056768.5,282518065.6,10609321.0
